'duration','end_of_fade_in','key','loudness','start_of_fade_out','tempo','artist_familiarity','artist_hotttnesss','release_7digitalid','song_hotttnesss'
0.11667211700672865,0.084879193589137369,0.085465593904373915,0.13414379525722303,0.10392389682258103,0.11446862991664533,0.1081499364222136,0.14292187135062553,0.10937496573047159
